,CD4 T,CD14 Monocytes,B,CD8 T,NK,FCGR3A Monocytes,Dendritic,Megakaryocytes
2278,HAVCR2,NSUN5,AMPD2,RP11-539L10.2,NAP1L5,MFAP1,ARHGAP15,CD2BP2
2279,DNAJC17,PSMD12,DDAH2,PM20D2,CUL1,NOTCH2NL,ZDHHC3,MARCH6
2280,DUSP5,KIAA0232,YPEL1,AREL1,MRPL11,PTGS1,MGAT2,ACTR10
2281,SH2B1,ABHD5,NELFA,ASAH2B,CCDC91,B4GALT3,RPGR,GID8
2282,LZTFL1,PLK2,METTL20,UBE2S,C19orf68,RCN1,STIM1,MAP4K1
2283,ANAPC10,VPS53,DUSP16,VNN2,FBXL3,CBWD5,B9D2,SCPEP1
2284,MAGT1,OSR2,FAM222B,ANP32A,KDM4C,WDR83,MARK3,NDUFB11
2285,CAMK2D,CLEC4E,SIDT1-AS1,FAHD2B,RFXAP,UQCC1,RAD21,ST7L
2286,ERF,DCAF12,DTX3L,RHOH,ADA,SCN1B,SUMF1,ATP6V1B2
2287,ZNF81,UBFD1,SART1,APOBEC3D,PARP10,AARSD1,THAP7,CHRAC1
2288,MTERFD3,GPN2,CTD-3185P2.1,RLIM,WSB1,CCDC6,RIOK3,ADSL
2289,DYNLL2,RP11-542M13.3,ZNF652,ZNF687,EVL,PTPLAD2,CALCOCO1,CUL1
2290,UBA7,EPHB2,AFF4,COLGALT2,PNPLA8,HIPK1,TBP,STK24
2291,TIFA,TMEM99,C19orf73,MIOS,TAF11,EMG1,POC1B,TC2N
2292,ALG3,SLC35F6,CTC-241F20.3,NKRF,AL590452.1,CROCCP2,HSPA13,ATP1A1
2293,RAB10,NCBP1,NUDT14,JOSD1,GEMIN7,SLC26A6,PSMD8,GMPR2
2294,SLFN13,GRWD1,CCT2,ARHGAP17,FUBP1,NDUFAF5,CEP170,SOX4
2295,TROVE2,C12orf4,CYHR1,LINC01135,ARV1,NUDT7,ADAM19,APIP
2296,SELO,FAM126A,CRKL,FAM21B,MOGS,DPP7,COX19,IL10RB
2297,SAP130,OPA1,AP001055.6,POP4,TMEM185A,NGLY1,ATG4D,CENPP
2298,PPIE,PSMB1,FAM73B,MAN2A1,EIF2B5,TPRA1,RPS6KA3,ETHE1
2299,FAM211A,NPM1,RMDN3,E2F3,TARS,RALGAPB,USP25,FTSJ1
2300,MRPS22,TTYH2,SLC25A26,CTC-241F20.3,FAM45A,DHX30,C1orf54,CHMP2B
2301,CAPN15,MCPH1,HAUS8,HSPB11,DDX56,FAM199X,CRIP3,SEC23A
2302,EXO5,ZNF117,FIP1L1,UBE2J1,STX17,SAP30BP,C10orf2,TRAPPC9
2303,UQCRB,XRCC6,SETBP1,ACAD9,HMBOX1,C2orf76,U2AF2,STARD4
2304,NME6,TADA3,TRMT61B,NUFIP2,OCEL1,TMEM189,AK3,NRBF2
2305,THRA,ISCA1,PHLPP2,LL22NC03-75H12.2,SPTY2D1,DEAF1,AHCYL2,UBE2A
2306,TAB2,EGLN1,TLR1,LLPH,SMARCD3,PIN1,MYO1C,ACADM
2307,FAM172A,CXorf21,CCDC65,CYB5D2,CCDC130,N4BP2L1,UTY,SETX
2308,VTA1,LPIN1,YTHDC2,SMCO4,RP11-796E2.4,PRKX,STK11IP,PRPSAP2
2309,PSME4,RABEP2,RFFL,RP11-349A22.5,GINM1,BCAT2,LLGL2,PTK2B
2310,LRRC27,MAP3K13,FBXL4,AFF3,KIR2DL3,DYNLL2,FBLN2,PSMG3
2311,BRWD3,USF2,UEVLD,CDR2,FEZ1,DYRK4,FAM122C,DDIT3
2312,SPATS2,DDX60,HPS5,CCR2,TTC31,ZNF783,OAF,ITGAE
2313,SYNJ1,NAA30,PDPR,DCLRE1C,GTF2I,ATXN3,LINC00493,SBNO1
2314,TOPORS,RP11-298J20.3,TMEM161B-AS1,FN3KRP,EIF2D,NDRG1,TP53BP2,BHLHE40
2315,BEX5,TBC1D17,RP11-317N8.5,AGPAT3,DNASE1,RNF4,COA6,CIAPIN1
2316,METTL4,ARSG,ZNF181,N4BP1,RP11-10L12.4,ALKBH6,AP1M1,PASK
2317,LINC00944,HPSE,PHF12,FCN1,ZDHHC13,GFM1,LYN,CD63
2318,SPERT,ATP6V1B2,FGD2,CD164,SLC30A1,SEC31A,SLC2A8,CBR1
2319,PCIF1,MDM4,HSPB11,RNASEH2A,C3orf38,GIMAP5,TRIM39,RP11-1094M14.11
2320,ACTR6,ABT1,AC074289.1,HPS6,HSD17B4,RAE1,RP11-140K17.3,FAM105A
2321,ALOX5,TAMM41,SETDB2,BOD1L1,RPS6KA3,ANAPC1,ECI2,NFATC1
2322,SBNO2,EPM2AIP1,EFCAB11,C16orf80,TRAT1,PKD1,MDM2,CDIPT
2323,BBX,RANBP10,FAM86A,ATP6V0A1,DYM,MSL1,UFM1,TES
2324,KRIT1,STK38,HYOU1,HAUS6,RPL17,SIGMAR1,WDR20,C12orf10
2325,RAB13,TIGD1,TRMT10B,C12orf43,PHC3,ZNF575,HUWE1,NIPAL3
2326,PIGU,TDP1,PRIM1,RP11-89K11.1,PSMC2,MAN2B2,CD59,PIH1D1
2327,COX7B,UAP1L1,NFKBIB,PIGG,MED19,SESTD1,COMMD7,TMEM64
2328,ARPC4,WDR48,LDB1,BANF1,PRKDC,PCMTD2,GIMAP1,FNTA
2329,RBM23,NAA35,PLD6,MRPS26,EPHX2,FAM101B,N4BP3,RNF6
2330,RAP1GDS1,RP11-410L14.2,BZRAP1-AS1,PARN,ELAC2,ELAVL1,SMARCC1,TMEM14C
2331,USP9Y,ZBTB44,HERC4,LRIG1,ETFDH,RNF220,AC005076.5,PPP6C
2332,MCOLN1,FBXO21,SMC2,UCK2,CCDC152,LRPAP1,ZFYVE19,AP003068.23
2333,CORO1A,MIS18A,CDK10,PDCD7,SYNGR2,RBBP8,CD151,RP11-94L15.2
2334,ATP6V0E1,IRF4,RDH5,TRAT1,SFXN1,TMEM106B,KAT5,PILRA
2335,DAPK2,COQ4,TTC13,CCDC84,NFKBIL1,RARS,MTF1,SMAP1
2336,UTP14A,NDUFA13,CLK4,C15orf41,CBX4,CTDP1,GLRX2,CDKN1B
2337,RP11-390E23.6,BRD3,VEZF1,NAA25,UBE2V2,NFE2L2,NGFRAP1,OSER1-AS1
2338,SETD2,TRIO,CLEC4A,FLOT2,SLC35B4,RP11-455F5.5,ATG4B,RNF144B
2339,RRP12,PWWP2A,CDK2AP1,NUP210,FAM134C,U91328.19,ATF1,NME4
2340,TMF1,EVA1B,RNF10,STAT4,BLCAP,CASP10,PTK2B,GMIP
2341,AC093673.5,MRPS18A,GLYCTK,CEP250,MRPL48,EIF1AX,RNF20,CREM
2342,ITK,SBF1,CTD-2037K23.2,CPPED1,C1orf86,PRKCE,TMEM106A,TTC7A
2343,ORMDL1,WDYHV1,PDXK,CHGB,PHTF2,CCNT1,UBE2J1,CANT1
2344,ABHD16A,CLINT1,CCDC93,SLC25A20,AHSA2,PDXK,NDEL1,CCDC109B
2345,MRPL54,PHF20L1,PSMD6,HARS2,SPG20,NOL9,LY86,IFI44L
2346,SMAP1,KIAA0586,CCAR2,SLC39A7,BAALC,COPS7B,MOB1B,SRSF1
2347,CCDC7,ATP5G1,ZNF622,CACTIN,TSPAN14,ADAM17,C2orf76,MOSPD3
2348,SUV420H2,LIN7B,FAM134A,HLTF,XRCC6,PPP2R5E,MED8,RFC2
2349,CDC34,PICALM,INTS1,PRMT5,TTC5,ITPA,LRRC41,HLA-F
2350,DGKA,SKP1,SCAMP2,HEATR2,RTN4,KLF12,RAB11FIP1,PEPD
2351,PPCDC,EBNA1BP2,SS18,ANTXR2,PIKFYVE,SNX14,SMYD2,NUB1
2352,CENPC,BAG4,FAM63B,IRS2,RNF216,ACOT2,ENTPD4,SPSB2
2353,FAM188A,FAM104A,AMN1,USP34,CRTC3,CDKN2AIPNL,TBL2,PSMC6
2354,C6orf211,SRF,FIGNL1,LIPT1,NLRC5,ZMYM5,NSUN3,SIGLEC10
2355,GABPA,OSBPL3,DENND6B,APEH,TNRC6B,LAPTM4A,POLE3,POLR2C
2356,RALGPS1,FAM168A,ZNF43,PITPNM1,DDT,PIM3,CPED1,PTPN11
2357,TP53BP1,NIPSNAP3A,AVL9,KDM2B,ZNF226,PDS5B,MPLKIP,ACYP2
2358,RNF135,LIMD1,PPP1R15B,MBD4,PACSIN1,SYNE1,SH2B1,CHMP4A
2359,MAPKAPK5,BLVRA,KCTD6,CSNK1G2,GPX7,ZRSR1,RAD50,TRAPPC12
2360,SMIM1,ZYG11B,C9orf72,C10orf2,SYNE1,NADK,CDH23,TSPAN14
2361,HIST1H1E,FAM219A,TUBB1,S100PBP,ZNF566,PIF1,LAPTM4A,MRP63
2362,TMED7,PEX14,GSAP,WSB1,TTLL3,YIF1A,TLE4,ANKRD13A
2363,CLEC17A,KLK1,CDKAL1,REPS1,MB21D1,DENND1A,LSM3,WDR26
2364,SPSB2,C11orf31,PHKA2,SERPINB9,NBPF10,SLC10A3,ATF4,UCHL3
2365,PAPSS1,PNP,CTU1,GAS7,RNASEH2C,RP11-109G23.3,RALGAPB,ETS2
2366,CCDC122,ZNF280C,OSTM1,SWSAP1,ST8SIA4,LINC00649,RP11-499P20.2,SRI
2367,ANKRD28,IKZF1,ACAT2,UHRF1BP1L,PER3,POLD3,WDR3,LYST
2368,GFOD2,PPP3CA,USP40,BLOC1S3,PTPLAD1,HNRNPL,CTNNBIP1,RNF185
2369,GALM,ATPAF2,PLCE1,JPX,ZNF880,C10orf76,NCOA7,MRPL32
2370,COX18,ALDH6A1,CDCA4,DPP4,FNDC3B,CMTM2,GLTP,AGPAT2
2371,INVS,IGBP1,SPTSSA,RP3-477O4.14,FXYD7,HAPLN3,SIRPA,FIS1
2372,SMARCD3,CTB-133G6.1,COG5,CDK5RAP1,TOMM40L,ZNF337-AS1,EFHC1,ATL3
2373,C7orf55-LUC7L2,TSC22D2,ZNF439,JADE1,AIDA,ANXA7,BRE,SMIM13
2374,CLCN7,MAP3K6,BDH2,RHBDD3,FAM168A,PDS5A,CCDC112,CLASP1
2375,DHX34,C17orf80,PTTG1,PIFO,TUBGCP6,RP11-277B15.3,C1orf86,SDR39U1
2376,PODXL2,NBPF14,IDH1,ENTPD1-AS1,RP11-254F7.2,ALG3,OGDH,ERH
2377,RBM28,RBM12,C1orf86,DYNLT1,USP33,KB-1507C5.4,STK17B,NAGK
2378,FAM69A,ZNF563,CNOT4,FBLN5,SRFBP1,STEAP3,PRMT10,NAE1
2379,PLEKHA8,P2RX5-TAX1BP3,STRADB,DUSP16,ASAP1,TEX10,TBCE,PEX26
2380,RP11-379K17.12,TACC3,PHF21A,TAMM41,BAG5,HDAC10,DAXX,SERPINB9
2381,ARID1A,FOXJ3,RPH3AL,SRPK2,CHMP1B,GNL3,COX5B,TOMM40
2382,RP11-798M19.6,ZNF43,EIF2AK3,CCDC14,BCL2,DNAJB2,MGAT4B,SEP15
2383,TSPAN31,DENND4B,TBC1D5,BIRC5,ENGASE,PROSC,SAE1,ZFYVE19
2384,C3orf62,CNPPD1,TP73-AS1,MIS12,ZNF254,PRKCA,EXOSC5,SNX20
2385,SIGIRR,DCUN1D5,CLP1,TYMS,SERTAD2,SOGA1,ELK4,COPS3
2386,TNRC6A,SACM1L,RIT1,MAP6D1,CCDC77,GTF2F2,IGFBP7,UNC119
2387,RNU12,METTL14,RP11-498P14.5,ZNHIT6,E4F1,THOC5,HECA,LILRB1
2388,SLC7A6,RMND5A,ADAM8,PLD2,ZMIZ1,SEC16A,CORO1A,PICALM
2389,RAB2B,MRS2,DCTN5,ZNF410,RORA,TP53TG1,GTSF1,RAB1B
2390,HCG27,TBC1D2,CBLL1,PRR24,ITGAX,LMBR1L,CNOT3,MEF2C
2391,SLC9B1,UTP20,USP27X,LARP1B,IKBKB,ZNF839,HAVCR2,POLR2M
2392,RMDN3,ANKRD11,PRC1,AC069363.1,RNMTL1,EXOC1,CES4A,VAMP7
2393,RWDD1,RP11-65J3.1,ZNF418,BRD4,HSPA6,MCCC2,SYNCRIP,CLCN3
2394,TMCO6,NOLC1,ZNF41,L3MBTL4,CDYL,RP11-611L7.1,SLC39A7,CLN3-1
2395,TUBD1,C1orf213,RP11-111M22.2,AC104820.2,NAA40,FAM173A,POLR3E,C6orf136
2396,HIP1R,NUP210,STAT3,ACTR3B,GTF2F1,NUMA1,HIVEP3,COX17
2397,MACROD1,NDUFAF4,TOP1MT,SEC24D,IL18RAP,ATRX,CHD7,SFT2D1
2398,ANKRD13D,CPSF3L,NFRKB,SNAP29,PLK3,KCMF1,PYROXD1,RAB5A
2399,NT5E,MPHOSPH6,AK8,FAM174A,FAM120AOS,MFSD2B,FAM129A,EMC8
2400,CCNB1,TET2,CAB39L,GTF2H3,SDF2L1,CES1,ANKFY1,RICTOR
2401,KYNU,GTF2H2C,BRCC3,GSTT1,NGDN,C19orf73,SP2,CPVL
2402,BBC3,RNF10,ZNF7,LRIG2,HERC3,CHN1,RHBDF2,FADD
2403,KIAA1109,TBC1D2B,LARGE,CEP152,SDCCAG8,SYTL3,NTAN1,UCHL5
2404,CCDC137,SNX29P2,OAZ2,FOXK2,TRMT61A,ZNF12,GTF2IRD2,CALU
2405,GALNT6,RFC1,LIMS2,BCKDK,FBXL18,RP11-849F2.7,CMC1,GGA3
2406,DGCR2,AMPD2,AC012358.8,ZNF638,PABPN1,KRTCAP2,IRF9,PPIP5K2
2407,AP2A2,EPB41,RP11-58E21.3,MAN1A1,LRRCC1,CAMSAP2,TUT1,BLOC1S2
2408,FLVCR1-AS1,TRAF3,TBC1D24,ZNF783,PPM1F,USE1,ACN9,POLR3C
2409,H2AFV,DPYSL2,PEA15,XRN1,CHD8,ZNF263,ACOT13,FAM204A
2410,EIF2D,NABP2,USP36,CNRIP1,ABHD14A,ATF7IP,APOL2,DPY30
2411,VILL,THUMPD1,DYNLL1,MTPN,TXLNG,VIPAS39,TMEM53,RAB33A
2412,FLJ27365,PPOX,CYB5R3,PHLDA1,UCKL1,RCOR3,ARL2,CDC5L
2413,MTX2,NMNAT3,SNRPN,DHRS1,TMEM87A,URI1,ZNF780A,CDC16
2414,DPEP2,WDFY2,FAM214A,CSRP1,YEATS4,RNASEH2B,LINC00324,CSPP1
2415,DCP1B,TMEM87B,PATL1,C12orf65,RELB,TNFSF13,DDX23,RFK
2416,TMEM160,ZNF518B,REV3L,AIMP2,PECR,ANGEL1,MLX,ST3GAL1
2417,FAM168A,GNS,SMG9,MRPS28,KMT2E,RARA,SESN1,LRR1
2418,CCDC6,GGCX,ZNF480,C5AR1,C1GALT1C1,SEC22C,HPS5,SMAP2
2419,CERS5,SNX1,REPIN1,KIAA1671,KCTD11,TOMM34,SEZ6L,SPCS1
2420,PTPLAD2,U2SURP,HUS1,RASSF1,MAP1LC3B2,TMEM138,CHD9,PPT1
2421,ZFYVE27,TUBGCP3,KCNAB2,AC006369.2,CRAT,MFSD7,PSMG2,TNIK
2422,TOMM70A,TSFM,UBE3C,MIB2,SMG7,RP11-353N4.4,RP5-1125A11.1,AP1M1
2423,CHCHD1,PPCS,RP11-661A12.7,FAM8A1,PRR4,ETS2,CWC22,TREX1
2424,RP11-611E13.2,NDUFC1,UBQLN2,CEP85L,SRBD1,RGS3,FAM211A,CDC6
2425,EMB,PVRL1,PIK3CG,ARFGAP1,MYO6,TTBK2,LOH12CR1,MCM10
2426,UBQLN4,GPR141,RP11-102N12.3,TSPAN17,SDE2,ARMCX4,ASPHD2,FOXM1
2427,RUSC1,ZNF384,DNM3,SLC25A53,ZFYVE27,SH3TC1,FOSL2,UCHL1
2428,TMEM69,IQSEC2,PLEKHM2,MVB12B,GALM,FAM134C,GNB4,PKMYT1
2429,LIG1,OCIAD1,PARP15,TM2D3,BAZ2A,MTA2,RAD54L2,ESCO2
2430,AC093323.3,XKR6,CHD7,GLG1,C12orf73,HINT3,CAT,GPR61
2431,ANKRD10,RP11-463J10.3,C21orf49,SBK1,BCL2A1,RP11-5C23.1,HINT3,AC015971.2
2432,LENG8,JMJD4,UNC93B1,C3orf33,EIF1AD,GPATCH2L,NT5C2,ZNF625
2433,ADH5,C17orf75,C11orf83,SRCAP,PMPCA,REC8,NSRP1,DNAJC9-AS1
2434,BPTF,CDC37L1,SNAI3-AS1,VPS51,SLC35A2,GPR108,FAM96A,AC004540.4
2435,CYP2R1,TRUB2,FNBP4,LENG9,FAM208A,AP003733.1,DENND1A,RP3-466P17.1
2436,ATXN7L1,GANC,TRIM23,YTHDF3-AS1,RPA3-AS1,HSPA4,MAN1B1,CCDC3
2437,ARFIP2,AFTPH,TMEM261,GTF3C1,LCMT1,AURKAIP1,NT5C,RP11-531A24.5
2438,PIAS4,PKP4,MAP1LC3B,MAP9,ANKRD35,FAM86A,ATXN1,RBL1-1
2439,NDUFS7,PSMD2,FGD3,NSUN6,USP16,RAD51C,TWF1,OSR2
2440,GPRIN3,TCP11L2,NAA35,RHOT2,SUCLA2,NFYB,DTD1,CTD-2541M15.4
2441,LINC00938,PPFIA1,RAB30,GNAO1,DUS1L,NIT1,DENND6B,SKA1
2442,TPM3,HSD11B1L,PATL2,ENTHD2,SC5D,SLC35A5,CHCHD10,SHCBP1
2443,RP11-108M9.4,DNAH6,RAB30-AS1,HEBP2,PLA2G6,INPP4B,ATRX,C1orf61
2444,CCDC101,TMEM256-PLSCR3,DLEU1,MECP2,GTF2B,DOCK11,TXNDC5,GPR125
2445,S1PR1,CCNF,CD70,CRYZ,RANBP1,PLA2G7,TBC1D7,NIPAL1
2446,CDK6,PRRC1,POLE3,BLVRB,RP11-63P12.6,SLC1A4,RELT,RP4-684O24.5
2447,DUSP18,KIF16B,DARS,NPL,GPATCH2L,PAQR3,THOC3,ZGPAT
2448,RP11-298J20.3,INPP5K,FAM46A,ATF7,SIRT5,PPM1F,THYN1,ADIRF
2449,HAPLN3,RP11-1299A16.3,UBXN2B,DTWD1,RAB5A,LGALS8-AS1,ZHX1,RASIP1
2450,COPS4,ZNF775,RTCA,UTS2,SRSF11,PPP2R5D,SRPRB,RP11-347C12.1
2451,ATP11B,RAB3A,CTSL,RNF144A,FAM76B,IMMT,ARMC2,PAPL
2452,SLC16A7,CBX4,SCAF11,STAT2,COA1,C3orf58,KDM5C,KIF18A
2453,ESYT2,CHTF18,ENTPD1,RAD18,ATXN7L1,RIPK3,ARRB2,SAPCD2
2454,PPP6R2,CTD-3088G3.8,STK38,ADH5,IRF2BPL,CDC73,ELAC1,RP4-798A10.7
2455,VPS37B,CPT2,RP11-219B4.7,CD70,PTCD1,ZZZ3,HYI,AL590822.2
2456,PLA2G6,BMF,RBL1,CPD,SH3PXD2A,ITPKB,FAM122A,RP5-1142A6.2
2457,TMEM161A,DNMBP,NFAT5,SARS2,WDR70,AP000769.1,SEC23B,CELSR3
2458,CARD16,GIMAP8,FAM126A,SARM1,CTD-2302E22.4,CNRIP1,SMCO4,RP11-138P22.1
2459,TXLNG,SSH1,SIDT1,NAT10,FLII,DUSP18,ATPAF2,AF127936.7
2460,ANKRD13C,OSGIN2,C12orf76,KIF21A,UGDH,POLK,UBE2E2,RP11-314O13.1
2461,RANBP6,CAT,C4orf3,FAM129A,NFATC3,CCL3L3,TMEM214,RAB15
2462,HOXB2,AC131097.3,TMEM106C,SH2D1A,MRPS23,HK2,DPH7,SLC12A5
2463,ATP11C,CTDSP1,ZNF701,LETM1,NDEL1,SIPA1L3,CBX5,PLIN5
2464,EXOC3,ZNF37A,TTC9C,LATS1,NDUFB6,SIN3B,B3GALT6,ARHGEF10
2465,PSMD2,NSFL1C,DDX60,C11orf57,KRIT1,GPALPP1,BCAS4,CTC-459I6.1
2466,EIF3A,ALKBH2,ZNF296,EDC4,SPECC1,POM121,ST3GAL6,DHDH
2467,XPC,MEAF6,LINC01013,DCBLD1,C19orf35,HEATR3,VPS72,TRIM60
2468,SLC9A9,EXOC8,DYNC1LI1,KHK,TMEM38B,AC084018.1,IARS,PSMA8
2469,KRT18,KIF13A,RP11-493L12.4,TMX4,CACUL1,FEN1,TYW3,OPLAH
2470,FAM127A,ANKRD27,ETFDH,STYXL1,NSA2,ATP13A1,LINC00528,RASAL1
2471,COQ5,UAP1,VAPB,IWS1,GTF3C5,CD99L2,ZNF251,RP11-264L1.4
2472,CMPK2,PTPN11,ATP1A3,AP001055.6,CREB3L4,FBXO28,ID3,ZNF724P
2473,CCDC22,RAP2C,ERO1L,LYAR,ESD,HDDC3,ZMYM3,KIF9-AS1
2474,CLEC16A,AC073283.7,RMDN1,TLCD1,CSNK1G3,RP11-420G6.4,LZTFL1,SEMA4G
2475,SLC36A4,ZNF641,LARP4,RNF212,GLCCI1,MAP2K2,STX3,COL4A4
2476,CACNA1C-AS2,PCNX,AP4M1,ZNF337-AS1,MCTP2,B9D2,ATP9B,GTF2IRD1
2477,RIT1,CDC16,LINC00996,IL8,EHD4,B3GALT6,ARHGAP27,LOXL2
2478,INSIG1,ACOX3,KBTBD3,FBXO44,TRMT2A,ASGR2,TMEM150A,RP4-784A16.5
2479,WDR18,BCL2L13,NOTCH2,FOXK1,RAB11B-AS1,ADRBK2,SIAH2,ZNF709
2480,RP11-950C14.3,SYK,MIER3,RPS27L,NSUN3,HMGN3-AS1,CMAS,AASS
2481,LIN37,CSNK1G2,FAM185A,TCF12,MALT1,PRR14L,RBM15B,TRIM31
2482,DESI1,NDC80,MSH2,RSRC1,ULK3,ADCK4,MAP1LC3B,VPREB1
2483,DNPEP,APOBEC3F,TPI1,FUCA2,KDM6B,CTD-2267D19.2,UPF3B,RP11-305K5.1
2484,RP11-127B20.3,CABLES2,VPS35,C5orf63,CAPN2,RNF38,TMEM179B,RP4-583P15.15
2485,DPH7,ZFR,SEMA4D,E2F6,TFAM,AKAP17A,CD1E,RP11-56G10.2
2486,DUSP12,CA13,F8A1,AC004951.6,C7orf60,MALSU1,PDHX,CABLES1
2487,PCNX,PAPOLA,ESD,TRAPPC2,MCM8,USP33,AC010883.5,RP11-6F2.5
2488,C16orf80,RP11-448A19.1,EBP,HMGB1,PDCL,LETM2,LINC-PINT,SCARA5
2489,GDI1,ILVBL,DALRD3,MEF2A,PDCD6IP,NOTCH2,CEP41,RP11-532F12.5
2490,DNAJC8,MINK1,TCTN1,CLCN6,UBE2G1,FBXL15,MAPRE2,NUPR1L
2491,MDM1,PCBP1-AS1,SNHG8,POM121,NDFIP2,MFSD5,AIM1,DOCK4
2492,CCNT2-AS1,WDR45,CEP57,INSIG1,SLC3A2,GGA2,ACAP3,SOX12
2493,MARS,LYNX1,MAP2K2,PLBD1,MCUR1,SIK3,TGDS,ATP8A2
2494,PRIM2,PTPLB,POR,SASS6,MIR22HG,NEK6,NDUFAF3,RP11-260M2.1
2495,MRPL19,GPR137B,IER3IP1-1,LIPA,MED10,DBR1,KIAA0907,CECR6
2496,GPM6A,FAM91A1,SLC2A1,ANKHD1,ATP6AP1,FAM114A2,GOT2,RP3-486I3.7
2497,ESF1,PTBP2,MRM1,NCKAP5L,RRBP1,TTC16,RAB39B,KB-1507C5.4
2498,ABCG1,DHX57,VWA8,DMKN,TMEM60,C9orf72,GIPC1,RP11-661A12.12
2499,NPDC1,SELPLG,FANCE,SLC35B2,OSBPL2,CLN8,EEF1E1,RNF222
2500,PFAS,RFESD,AKT3,CEP78,SMCO4,TTC14,WDR74,ZNF280B
2501,KIAA0355,NFIL3,BTN3A1,NCOA1,DYNLT1,TRAPPC1,FADS3,SUN3
2502,FAM122C,SMIM12,DNPH1,AGPAT4,RNF121,CCM2,SPNS1,KLB
2503,RP11-138A9.2,TMEM91,RALA,RASAL3,RHBDF2,AC093818.1,NSL1,RP11-10C24.1
2504,TATDN2,HIBADH,POLG,ZSCAN32,RRP8,WDFY1,FNBP1,MOK
2505,PLCL2,POMK,MS4A7,EXT2,NICN1,ATF4,RCC2,DLG5
2506,CCND3,ABAT,SMIM7,RANGAP1,SNIP1,TIMM44,TAF1C,PTRF
2507,TCEAL4,PPM1L,ASNA1,MED24,NRDE2,EIF2B5,CHST12,MAP1B
2508,NAPA,CBWD6,TMEM218,RPRD2,ETV2,AC069363.1,CCDC59,FGF14-AS2
2509,LCP2,BCKDK,SLC7A7,IFT27,SRP54,NOTCH4,C6orf47,AC137934.1
2510,RBM27,AHSA2,ZXDA,HIST1H4H,RNF113A,PDGFD,RP11-169D4.2,RP11-429E11.3
2511,AP001372.2,NIF3L1,PRDM2,SCNM1,PYROXD1,NUP153,ACAP2,AC004540.5
2512,BTAF1,EVI5,TM2D2,DTNB,RNASEL,CAPZA1,MFSD8,FNBP1L
2513,FXYD1,DNAJC14,INTS9,DBF4,UBBP4,RP11-799D4.4,IL18BP,ZNF252P-AS1
2514,TRMT5,ZNF207,PRAM1,ATL3,AC018816.3,GSPT1,ARMC5,CACNA1C
2515,CCRL2,MBIP,TSSC4,KCTD2,ANKRA2,ITGA3,RPIA,MYO10
2516,TRIM11,ALG12,CAPN12,FECH,FAM50B,FCGR3B,PIN4,ZACN
2517,TNKS2,RIPK2,ZNF273,SMARCA5-AS1,ABCD1,ATXN10,IFT27,RP4-548D19.3
2518,PWP2,ZNF589,HAUS6,MINPP1,IST1,TRIP11,DUT,WNT2B
2519,KHSRP,ANAPC2,RWDD2A,REEP3,VDAC3,ENG,CMTR1,RP11-458D21.6
2520,SAP18,TLR2,EIF2B2,TTN,RP11-355B11.2,ATMIN,TBC1D23,MEX3B
2521,ZNF451,MACF1,FXR1,MYC,DNAJC8,SLC37A4,GTPBP4,AVEN
2522,NBPF10,ATF7IP2,RCL1,ACADSB,ZNF426,FUT7,POP5,RP11-1079K10.4
2523,C10orf88,TWF1,TTC19,FAM169A,ITGB2-AS1,SIN3A,FLT3,C9orf24
2524,RP11-326C3.11,LINC00528,ODF2L,BRD2,TYSND1,ARL3,CDH1,ZBTB8A
2525,DNAH1,PPP1R3F,RFC2,LINC-PINT,SLC38A10,IFI35,BCL2L12,SLC23A3
2526,NCALD,NR2C2,MPPE1,FAM71D,SIPA1,DNAJC1,SS18,QRICH2
2527,SAE1,TMEM127,SGK1,LY6G5C,HAT1,CCDC41,FUBP3,TRIM54
2528,TNFAIP1,PIK3C2A,LEPROT,IDS,GIGYF2,HSPB11,UBE2V1,AC137932.1
2529,ATP5B,MARC1,LTBP4,NBN,MAN1A2,GDPD5,CDK4,RP11-361D15.2
2530,NUDT7,CPT1B,TDRD7,GLMN,SAP130,BRD7,ANKRD17,RP3-477O4.16
2531,C4orf29,TAF4,FAM46C,ZNF425,LILRB2,DCAF6,MVB12A,RP11-265P11.2
2532,GCC2,VDR,RP11-876N24.4,C17orf75,SCLT1,CCDC9,FAM50A,RUNDC3B
2533,SMG9,HMCES,TRAP1,TRPC4AP,VPS26A,SNX8,CDKN1A,PLA2G1B
2534,REM2,PCMT1,CYB5R1,CHCHD6,MRPS10,CD58,FLOT2,RP11-317J10.2
2535,ANKRD36,PRKAB1,AC013264.2,ASUN,ASH1L,RARRES3,RP9,ZNF396
2536,INTS8,AC093495.4,CTB-55O6.12,ZNF708,SPRYD7,LY6G5C,BOLA1,C1orf204
2537,AARS,HOXB4,MVD,AC005076.5,TK1,ARRB1,NRBP1,FGF9
2538,MAST4,HMGXB4,ARMC7,POLK,ARL6IP6,ARSA,RNF166,FRMPD3
2539,SNRPD1,ZBTB20,ATF7IP,IQCB1,C2CD3,PSEN1,PPARA,PRDM10
2540,RP11-211G3.2,NOL10,PLOD3,ZC3H11A,MUC12,SUMF2,IFT172,RP11-540O11.6
2541,USP39,SARS2,CCDC174,NUDT4,SPATA41,MEF2D,NFYB,CRHBP
2542,FAM63A,LINC00909,SLC25A53,CORO7,SFXN4,NUDT5,VPS13C,ALDH4A1
