,CD4 T,CD14 Monocytes,B,CD8 T,NK,FCGR3A Monocytes,Dendritic,Megakaryocytes
2495,DDX26B,ZBTB1,NCF2,NSUN6,STK40,PDGFD,CTBP1-AS2,ZNF625
2496,PCYT2,PTPLB,HYOU1,RPGR,OCEL1,YTHDF3,TCEA3,VPREB1
2497,ACTL6A,TMEM64,ASH2L,SPPL3,DNAJC14,MED8,PPIH,CCDC3
2498,P2RX5-TAX1BP3,PRMT5,AK8,DUSP28,NEU1,TMF1,MTMR9,DNAJC9-AS1
2499,PIAS3,UTP18,KDSR,MRPS33,HAT1,SYNGR1,SPA17,RBL1-1
2500,PCM1,KLK1,RP11-102N12.3,KCTD2,CASP8,FEN1,RHBDF2,RP3-466P17.1
2501,LINC00672,KCNC3,SLC25A53,RP5-1007M22.2,FARSB,AC009506.1,GTPBP4,AC004540.4
2502,ZCCHC17,SNX4,C4orf47,RASAL3,PHC3,YIPF1,CCT6A,CTD-2541M15.4
2503,SNX6,ZNF775,ARID3B,RP4-673M15.1,MLEC,TAF1,BRE,RP11-531A24.5
2504,KLHL5,RP11-372K14.2,POR,NFYA,EIF2S2,CEP104,CWC22,SKA1
2505,CLASP1,AP006621.5,MED13,TMCO3,CCDC86,SORL1,EIF3D,OSR2
2506,OPA3,NR2C2,RP4-539M6.22,FOXO4,LRRFIP2,ZC3HC1,ACSL5,GPR125
2507,DHX34,PI4K2B,LIMA1,TRAPPC2,ZSWIM7,NOP58,CEP41,AF127936.7
2508,TATDN1,TRIO,VRK1,ZP3,PLCB2,CTU1,LANCL2,SHCBP1
2509,HIC2,GPN2,SNF8,C8orf88,ITGAX,DUSP18,SYVN1,C1orf61
2510,ZNF267,LYNX1,ENTPD1,NPRL3,ESD,ZNF333,ATRX,ZGPAT
2511,SLC9A9,C16orf52,CTC-241F20.3,RHOT2,RPS6KA3,CHKB-AS1,FAM3C,NIPAL1
2512,CDADC1,ANKRD37,ERCC3,BANP,NUP210,AC069363.1,EMC1,RASIP1
2513,AMMECR1,RNF139,B4GALT5,COPE,UBE4A,MEMO1,LOH12CR1,RP11-347C12.1
2514,TAF4B,DHX34,UBE3D,NPL,PRAF2,ESYT1,CHKA,KIF18A
2515,SIRPB2,NDC80,MVD,PROK2,DNAJC5,ZNF263,CDH1,PAPL
2516,ZNF682,OLIG1,BARD1,CACTIN,SFXN4,LRRK2,PGLS,ADIRF
2517,CLIP4,RP11-533E19.7,RABL5,AREL1,TRIM8,CHST7,MED4,RP4-684O24.5
2518,FAM69A,RP11-343N15.5,CACFD1,NPEPL1,TMEM69,NRDE2,LMBR1L,RAB15
2519,RALGPS1,CHMP4B,ANAPC5,NCKAP5L,AIDA,TRABD,HADHA,RP11-314O13.1
2520,UBQLN4,FZR1,RETN,RBBP4,TMEM185A,PHF23,FHIT,RP4-798A10.7
2521,AC009133.14,TUBGCP3,NUP107,COQ6,CTC-378H22.1,PXN-AS1,IFT172,AL590822.2
2522,PLA2G6,MPHOSPH6,GCC2,RP11-367G6.3,CTD-2035E11.3,ZNF792,ATP9B,GTF2IRD1
2523,RAP1GDS1,RBMXL1,RARA,IL18R1,HIF1AN,ACSF3,DTD2,OPLAH
2524,INO80E,KIAA0586,ALMS1,PHLDA1,MAPK8IP3,CES1,POLE3,AASS
2525,GOLGA7,SH3GL1,PNKP,SSBP2,BBS7,LENG1,ZNF24,SCARA5
2526,VPS37B,HIST1H4E,LINC00996,ALAD,EXOSC7,THOC3,ZBED5,SAPCD2
2527,HDGF,KDM1B,FAM50B,GIT1,RFFL,NFYB,RP11-169D4.2,RP5-1142A6.2
2528,LIG3,ALG14,CWF19L2,GSTT1,SAP130,CEP89,STIM1,CELSR3
2529,FAF2,ADCK1,CHKB,LYRM7,R3HCC1,ARHGEF6,GLO1,RP11-138P22.1
2530,FANK1,RUFY1,INTS9,CAPN12,GPR137B,IPO7,PIGH,ARHGEF10
2531,CD320,PHACTR4,NAA35,ARMC8,TUBD1,FEM1B,PPP3CB,CTC-459I6.1
2532,LRPPRC,AGA,CHD1,UHRF1BP1L,SAYSD1,UTP23,MSI2,PLIN5
2533,AKAP8L,RPL26L1,SSU72,GYLTL1B,WDR4,PFKFB3,IRF9,TRIM60
2534,DUSP12,FOXJ3,ADSL,AC104820.2,ATAT1,EIF2B1,IL27RA,ZNF724P
2535,KAT6B,CTD-2302E22.4,ASB6,ZBTB49,CCDC130,TCAIM,UFC1,PSMA8
2536,METTL15,MIA3,ALKBH3,SEC22A,RP11-644F5.11,ZNF675,SYNCRIP,SLC12A5
2537,COA5,ATG5,UBL3,IL8,GOLPH3,ARHGAP29,NEIL1,COL4A4
2538,VKORC1L1,USP8,EIF2B2,HPGD,MAGEF1,DPH5,AHCYL2,RP4-784A16.5
2539,DFFA,USP42,OXT,ABCA5,RP11-347P5.1,PPP2R5E,CSDE1,KIF9-AS1
2540,MANEA,KCTD21,RPP14,COPB2,RNMTL1,TPST2,GOT2,MOK
2541,RAB40C,BCKDK,HOMER1,KIAA1432,OSBPL2,RP11-304L19.5,AXL,CABLES1
2542,TBC1D22B,GTF2H2C,RNF10,ZNF677,AC113189.5,CTD-2267D19.2,SS18,RASAL1
2543,VIPAS39,COX11,PUF60,RALGAPB,ENGASE,AKT2,PRMT10,LOXL2
2544,MRPL24,ANKRD27,PCMTD1,SHMT1,BNIP3,RINL,ARID2,ZNF709
2545,PRADC1,GATC,F8A1,ZNF699,AC132872.2,MICB,MOB3B,SEMA4G
2546,NARF,GPATCH4,ZC3H10,PRMT5,PLCB3,HS1BP3,SUMF1,RP11-264L1.4
2547,RP11-799D4.4,CAAP1,PLD6,PGRMC2,RNF121,SDHC,NT5C2,MEX3B
2548,TBKBP1,SAMD8,MAML1,TES,ANKRD13A,ECHS1,RPL22L1,RP4-583P15.15
2549,GSTM2,TAGAP,CLN6,RP11-244H3.4,TMED4,ATMIN,ARMCX1,TRIM31
2550,NAAA,ZNF518B,RP11-629O1.2,KIAA0101,PNPLA8,MEF2A,RILP,RP11-56G10.2
2551,PLA2G15,GSKIP,FAM46C,CLDND1,ELAC2,FNIP2,SSSCA1,RP11-305K5.1
2552,RP11-418J17.1,LIMD1,VEZF1,S100PBP,ZMYND8,MRTO4,ST14,NUPR1L
2553,CCRL2,SMIM13,SESN1,SS18,TRIM14,ZNF420,CHAMP1,ATP8A2
2554,RBM27,TBC1D9B,GPS1,LANCL2,HOXB-AS1,FAM160B1,NDEL1,RP11-532F12.5
2555,RAB13,KIAA0226,KIAA0368,UBAP2L,SPRTN,NOL6,PEX11B,RP11-6F2.5
2556,NAPEPLD,ZNF384,CIITA,PER1,GNL2,WDR37,RP1-39G22.7,SUN3
2557,SPATS2,P2RX5-TAX1BP3,CDKN1C,DIRC2,SMARCD3,NCAPD3,RP5-1125A11.1,TRIM54
2558,ARL1,TAF3,UBE2S,GLI4,FOXRED1,PPM1N,RBM15B,AC137934.1
2559,PLEKHB2,PPIL4,FAM169A,ATP6V1E2,FBXL3,CCDC104,KDM5C,PTRF
2560,KLRK1,PWWP2A,PPME1,GALK2,C20orf24,TNRC6B,ELP3,ZFYVE9
2561,BCL2A1,C1orf86,ZCCHC18,PMS1,HSD17B4,ATAD5,DST,SOX12
2562,RASGEF1B,MON2,P2RY14,C9orf69,ZNHIT3,C2orf76,FUBP3,RP11-260M2.1
2563,CXCR5,RAP2C,TAPSAR1,MTMR12,FKBP2,RXRB,TP53BP2,FGF14-AS2
2564,PDE6D,HMCES,DNPH1,ARHGAP31,CCM2,MICU1,HECA,DOCK4
2565,AL592183.1,CERS4,B3GALNT2,NOP9,ANAPC10,RAE1,SMYD2,KLB
2566,C1D,RAB21,PELI2,RP11-708J19.1,TOR1AIP2,EIF2B5,TFPT,RNF222
2567,CCDC30,ARSG,GPR114,SCOC,CTDSP2,S100PBP,PNISR,RP3-486I3.7
2568,UBE2R2,RCAN3,DAP3,LINC00094,ARHGAP9,APOL6,SEPT2,SLC23A3
2569,CTD-2015H6.3,DNAL4,RP11-58E21.3,EIF3M,RHBDF2,ZNF487,DUSP3,ZNF280B
2570,CTD-3074O7.5,CDC16,FAM53B,GATAD1,PPP5C,RNF220,CEBPA,CACNA1C
2571,FLJ27365,PVRL1,MIR940,AC084018.1,HERC3,CD8B,RPE,RP11-661A12.12
2572,MTR,BCL2L13,PPP1R11,MTA3,ALKBH6,SUMF2,SIRT3,WNT2B
2573,HIST1H1B,MKL1,KIAA2013,ATF7,RP11-78A19.3,UQCRC2,RSRC1,RP11-429E11.3
2574,MT1X,TMEM245,PPP1R15B,ZCCHC9,PDZD4,OSER1,ZFYVE19,DLG5
2575,HCG27,GPR137B,GALK2,APLF,PACS2,BCL2A1,ATG16L2,FRMPD3
2576,CCNT2-AS1,CHST11,TBC1D5,TCF12,ADIPOR1,SLC37A4,TBC1D23,RP11-10C24.1
2577,EFCAB11,EXOC8,TMEM254-AS1,TESC,C19orf35,FAM58A,POLR3E,MAP1B
2578,GPM6A,PCBP1-AS1,HAUS6,KIAA0232,SPECC1,RNF217,RSL24D1,LHFP
2579,GALNT6,RNF14,PRAM1,PGAP1,SIK3,SLC9A6,ZNF260,AC004540.5
2580,GIMAP8,ERGIC2,LMAN1,RNF169,BAALC,SLC9A1,ETF1,C9orf24
2581,ENTPD1,CEP57,MCRS1,CEP152,NF2,C16orf91,SPNS1,ZBTB8A
2582,SMIM1,POLD2,ZNF181,GOLGA7B,ANKRD35,FAM173A,HYI,RP4-548D19.3
2583,RAPGEF6,SNORA76,TTC9C,TRAPPC12,VAV1,PRKRA,PSMD10,KB-1507C5.4
2584,RP11-390E23.6,AP001053.11,PFKL,CYHR1,STXBP3,ROMO1,BOLA1,LIG3
2585,MFSD12,ATG10,SYF2,C8orf76,ABT1,TMEM102,C10orf32,FNBP1L
2586,SLC30A7,VDR,CLEC4A,FOXK2,KMT2E,UPF3B,RP11-467D6.1,ZACN
2587,HNRNPL,RGS12,SIDT1,SRPK1,SLC35C2,TIMELESS,TRIM56,ZNF252P-AS1
2588,SPCS1,AGO1,RP11-53I6.3,RTCA,SEC23B,TRAPPC13,NLRP3,CRHBP
2589,ZBED1,AHSA2,EIF4H,B3GNTL1,TUBGCP6,ATRX,SOGA1,CECR6
2590,AARS,CCDC126,CHMP3,PELI2,RP11-355B11.2,PLCD1,FAM96A,ZNF396
2591,ZMYM3,AC040977.1,RFXAP,TTN,COPA,RCOR3,THRAP3,RP3-477O4.16
2592,GAPT,COQ4,GBF1,CCDC14,FBXO31,LYRM5,EEF1E1,AVEN
2593,KLHL3,TBC1D10B,SNRPN,DYNLT1,FAM43A,CPNE3,FAM122C,PLA2G1B
2594,AP000350.4,SMU1,CDC34,PLEKHA5,ASH1L,GDAP1,NFKBID,UBXN10
2595,ANAPC10,PTPN11,FASTKD5,SMARCA5-AS1,MAP4K4,NUP160,PURB,ANKHD1-EIF4EBP3
2596,NAALADL1,HIATL1,AHI1,GNAO1,AHCY,SBDS,LSM3,RP11-265P11.2
2597,RAB3D,NR4A2,TSPYL2,GSK3A,CUL3,XBP1,DENND6B,QRICH2
2598,SLC35F5,ASCC3,ALAS1,PRKCH,GPR114,APOL2,ITFG2,LRP5
2599,PIGU,GGT1,PLEKHO1,GIGYF1,CBX4,ALG6,RFX5,TMEM254-AS1
2600,PLXNA1,PLXNB2,MPHOSPH6,FAM219B,BUB3,DHODH,CDKN1A,RUNDC3B
2601,NCAM1,APOBEC3F,CEP68,DZIP3,CSTF2T,ZCCHC6,BRD7,ALDH4A1
2602,UQCC1,RP11-488L18.10,RPL36AL,LINC01135,C4orf29,RFTN1,WAC-AS1,RP11-540O11.6
2603,RBL2,SMARCE1,MAT2B,MINPP1,ZNF254,MBLAC2,NSUN3,RP11-1079K10.4
2604,CAT,RP11-448A19.1,SCAPER,E2F6,SC5D,ZNF524,TMEM179B,COL17A1
2605,SLC9B1,POLM,GPN3,RP11-110A12.2,MCTP2,MSL1,EFCAB14,C4orf47
2606,ERP27,PPFIA1,DCAF4,ENTHD2,C12orf4,IL3RA,LAMP1,AC137932.1
2607,KB-1208A12.3,BMF,CD84,CPT1A,KCTD11,DAG1,RASSF3,FGF9
2608,NISCH,H2AFX,LINC01004,FOXK1,NAA40,SIN3B,JUP,C19orf77
2609,FAM172A,SVIL,AMPD2,ANKRD17,HSBP1L1,LGALS8-AS1,ZDHHC3,RP11-403A21.1
2610,IGFBP6,RMND5A,PPP2R1A,RP11-182L21.6,GPATCH2L,SRPK1,RP5-821D11.7,ANKRD31
2611,ADI1,EBPL,DTWD2,AP003733.1,ZNF783,SYT17,XPNPEP1,RP11-458D21.6
2612,ALDH3A2,RNF123,VWA8,SUZ12,PMPCA,ATP13A2,EMC6,RP11-46J23.1
2613,CDC34,MPG,SETD5,HIC1,LINC00861,TRAFD1,ZMYM5,PRDM10
2614,GBP4,NFKBIA,DAAM1,USP34,RGS9,KIAA1468,PITPNM1,SLC10A1
2615,ANKRD10,FYTTD1,ZNF775,USP21,LEMD2,RP11-128M1.1,CYB5R1,RP11-279O9.4
2616,TERF2IP,ATF7IP2,CTSL,AC016683.5,TCP1,CNRIP1,UBE4A,TMPRSS3
2617,RPF2,ST7L,RAB30,IPO7,FAM3C,CTDP1,NINJ2,AP003068.9
2618,VMO1,LRRC14,C12orf79,RINL,VAMP4,SENP6,ZNF133,DHDH
2619,HIRA,ZER1,TIMM9,ZNF71,NRIP1,UBR4,NFRKB,GCNT4
2620,ING2,DNAH6,NUBPL,NLE1,OSGEP,SLC5A10,RAB39B,DPEP3
2621,FBXO11,HERC4,ZNHIT2,CEP78,PSMB7,RAMP1,HINT3,RP11-212I21.4
2622,SIGLEC10,CRIPAK,TRAPPC12-AS1,CCBL2,RPP21,HLA-DQA1,NR2C2AP,YY2
2623,CARD16,NARF,TMEM214,MYEOV2,HINFP,KIAA2018,ASRGL1,LIG4
2624,ARL8A,RALGAPA2,FRA10AC1,FRMD4B,UBE2V2,PTRH2,PDS5B,CTD-2532N20.1
2625,COMMD9,MLLT3,DENND4A,FBXO38,SETD6,XXbac-B135H6.15,SUPT5H,C1orf204
2626,KLHL9,AC009403.2,CBLN3,AP001055.6,ZCCHC7,IRF2BP1,PSMC3,LA16c-358B7.3
2627,ICOS,MON1A,SEPT10,F11R,TECR,DCAF6,MPHOSPH10,PODN
2628,SMARCD3,COPS3,U2SURP,CHIC1,FAM50B,FLII,CD180,CTC-550B14.7
2629,POLR2G,SSH1,COQ5,TSPAN2,CDV3,CD99L2,GGCX,FAM47E
2630,CLN8,ZBTB20,LYRM5,PXN,ERO1LB,GPA33,FUZ,CTB-113P19.5
2631,C6orf89,KIAA0196,ZBTB44,RNF212,USP42,RP11-420G6.4,ACOT13,PARK2
2632,RP11-474G23.2,PDE7A,TRIM14,LY6G5C,C5orf24,PAGR1,RALGAPB,RP11-417F21.1
2633,EXOSC6,DMXL1,POLR2K,SF3B4,NFKBIL1,CBLB,IFIH1,KTN1-AS1
2634,ABHD12,ZNF37A,RHOH,YAE1D1,LINC00925,SKI,DPH7,GNA11
2635,NAA16,PLXNC1,PKNOX1,SPARC,TRPT1,CH25H,ECI2,KLHL23
2636,RNF40,FAHD1,MAML2,GMDS,MEX3C,RALGAPA1,ZNF398,RP11-477N3.1
2637,LINC01003,RABGEF1,ETF1,POFUT2,PLA2G6,ARL3,C21orf119,LRRC37A2
2638,NCDN,HOXB4,AGAP6,SNX11,SLC25A33,LETM2,IFI27,IL12A
2639,RNF10,CPT1B,MKRN1,FAM73A,C9orf78,MBNL1-AS1,C2orf76,RP11-513M16.7
2640,MRPL54,ADIPOR2,SRSF11,EPT1,LRPPRC,DNAJC1,TSPYL2,LINC00865
2641,RP11-211G3.2,SPTLC1,SZRD1,RP11-22P6.2,MDFIC,PORCN,LINC00402,CTD-2054N24.2
2642,CTNNA1,SLC7A6,TMX2,MON2,ISCU,MINPP1,NISCH,RP11-317J10.2
2643,ZNF317,RP11-542M13.3,DYNLL1,MCF2L-AS1,SSRP1,KCMF1,HOMEZ,RP11-361D15.2
2644,C4orf29,EDEM1,TCTN1,TCF20,EI24,ZMYM4,MPLKIP,AC099850.1
2645,EXO5,TMEM256-PLSCR3,COG3,RPAP3,JPX,HYI,RNF20,AC008174.3
2646,SCO2,CALU,UBR2,TYMS,AP2B1,ZBED5,ASAP1,RP1-151F17.1
2647,RPP30,CLTC,BAX,MROH1,PER3,PGM1,HIF1A,RP11-707M3.3
2648,USP3-AS1,CBX4,TMEM194B,GALM,PRR3,SF3B2,DOCK10,AC139100.2
2649,RPL34,JMY,PLK2,PAM,APEX2,COIL,VPS45,CTA-407F11.8
2650,PAK1,REXO4,HNRNPD,RP4-728D4.2,YARS2,ELAC1,DAPK3,CTB-47B11.3
2651,HSH2D,STRADB,QRICH1,C17orf70,MCUR1,CDC23,PARP10,PKN3
2652,RP11-727F15.9,NBPF12,IWS1,HIST1H4H,AC018816.3,TPRA1,FAM35A,RP11-849F2.7
2653,DPH1,TRIM52-AS1,UBL4A,AC104532.4,IPO5,NOTCH4,CMTR1,C15orf52
2654,MCM7,DROSHA,PAPSS1,THEM6,DYNLRB1,AP1AR,KLHL8,TIMD4
2655,DERA,MARC1,COG2,SEC62,SMG7,AC002467.7,CPT2,TMEM52
2656,SSFA2,CNPPD1,ADD1,SLC38A1,TOMM20,RNF144B,ST6GALNAC4,ZNF208
2657,APITD1,JMJD6,XRN2,DCBLD1,RABL5,WDR24,THAP7,SLC45A1
2658,TMEM86B,ZNF124,LARGE,PORCN,PLCG1,ZNF655,GLRX2,GPM6A
2659,PDDC1,TBC1D2,CORO1A,TBC1D10A,EEPD1,CTD-2319I12.2,GTF2H5,C4BPB
2660,TNFAIP2,MRS2,LTBP4,ATF7IP2,FAM26F,PCID2,TCEAL3,FAM228A
2661,DPP8,RP11-65J3.1,RP11-493L12.4,ATAT1,RPN1,RP3-475N16.1,ANKFY1,RP11-290L1.3
2662,DGKE,ACTR8,WDR6,KIAA1009,SMC3,USP16,CHST12,LGALS8-AS1
2663,STAG1,INTS1,RIC3,CPVL,MTG2,F8A1,C12orf5,ZNF284
2664,LSM3,ZNF589,ADAM10,DTNB,MCM7,CISH,RALY,RP11-362F19.3
2665,COPA,NCBP2-AS2,UTP18,CCDC15,ASAP1,RP11-799D4.4,CTU2,BRSK1
2666,THRA,DTD1,VAV3-AS1,HMBOX1,PPP2R5D,TRERF1,PYROXD1,EFEMP2
2667,RAD51D,DGCR2,ATRAID,ATP9B,CXXC1,EFCAB4B,NDUFA4,FBXL22
2668,CCDC112,ZNF516,VPS45,TMED2,EXOSC10,CEBPZ-AS1,ARMC5,NEB
2669,ADAM17,FAM178A,TMEM161B,AC005076.5,HSPA6,PIM3,TLE4,RP11-252C15.1
2670,DTYMK,KCNMA1,AGFG2,BAP1,C12orf45,NELL2,SNTB1,SRRM5
2671,CRY2,EVI5,ZBTB49,REEP3,PSMG2,PRRG2,PHC3,RP11-33O4.1
2672,RP11-108M9.4,ILVBL,MAPK3,EBLN2,PHC1,GYS1,TRIM13,NHS
2673,SELO,HSPA6,CTSO,CHST11,TOMM40L,SPTSSA,TMX2,KLHL29
2674,PIK3C2A,RP11-386I14.4,TIGD1,ATMIN,TMEM14A,CD58,COX16,HOXB3
2675,GSTM4,CHD3,ABHD10,RGS9,SRBD1,PRDM10,GART,RP11-305L7.7
2676,NFATC2,ZFR,E2F4,BBS4,TMED3,TTBK2,NUP37,TMEM238
2677,ARL13B,UBE3B,ENDOV,KIAA2018,OCIAD1,GDPD5,TMEM183A,SLFNL1
2678,SAP30,MTX1,HPS5,SGK223,CREB3L4,JAK2,UBE2V1,RP11-624C23.1
2679,MAP7D3,NUDT14,NUDCD1,UBE2H,THUMPD1,INPP4A,VASH1,AC124944.3
2680,ERGIC2,ZNF117,RMDN1,SMIM15,LGALS3BP,NGLY1,FCHSD1,RP11-56B16.4
2681,TRAF5,ABCA7,GTF3C3,RPRD2,FBXO44,HK2,FAM50A,MYO10
2682,ZFYVE20,NAA16,PDE8A,RP11-290D2.6,SYNGR2,HAGHL,SMAP1,CTD-2319I12.2
2683,CDKN1C,PPP1R15B,SLC24A1,BRD7,NICN1,SOCS4,AC025171.1,CERKL
2684,RP11-46H11.3,PFKFB4,RBM45,VNN2,PTP4A1,NCOA5,NFYB,RP11-362K14.6
2685,ZNF81,INTS6-AS1,PODXL2,RABGAP1,TCHP,NEK9,TYW3,KRT8
2686,AC116366.6,IMMP2L,CRY1,MOGS,MAPK9,SMEK1,BCAS4,RP6-206I17.1
2687,AZIN1,NACA2,ORAI1,GAA,RP11-94L15.2,UROS,MACF1,RP11-95P2.1
2688,LRRN3,SLC8A1,NOL7,ATF2,MCM8,ITPRIP,CES4A,PTPRM
2689,USP38,UAP1,GLTPD1,C1orf52,GNPAT,ATP6V1C1,RP11-386G11.5,ZNF219
2690,SP3,SCYL2,SURF2,DCBLD2,NLRC5,PRR5,CUL1,RP11-111J6.2
2691,PIP5K1B,ARMCX1,ZNF419,FUT7,RHOB,FANCG,AC093673.5,RP11-498C9.2
2692,TUBGCP2,CPSF3L,TRAPPC6A,SARM1,SMIM15,EMILIN2,PDCD4-AS1,SGPP2
2693,ABCB7,RP13-582O9.5,SPTBN1,EIF2AK2,SDCCAG8,CCDC9,DYNC1LI2,FAM132A
2694,BAIAP3,PDCD10,ERCC2,CORO7,SLC35A2,ZNF576,CD151,CRIP1-1
2695,SETX,TNFRSF25,ZNF439,NUBPL,OSBPL8,VIPAS39,CTSH,ADAMTSL5
2696,LINC00685,WDFY2,KAT7,AMMECR1L,MRPL48,LAS1L,SLC25A4,RP11-774O3.3
2697,BACH1,IMMP1L,SF3A2,ZFR2,TBCB,DHX30,PCBP1-AS1,TCEAL2
2698,NAPB,RP11-158I9.5,GALNT6,PLEKHO2,ZDHHC6,COX6C,SMIM19,RP11-793H13.10
2699,SLC29A2,C16orf13,PTPN1,DLGAP1-AS1,SP2,HAUS1,C3orf58,MYO1B
2700,NARG2,ICOSLG,STK38,LUZP1,AACS,LY96,TTLL5,TRIM74
2701,TUBD1,BACE2,FAM214A,NUDT4,ZFYVE27,RP11-936I5.1,RNPEP,CNKSR1
2702,TATDN2,MDH1,PARP15,NRM,EIF1AD,DDX28,CCDC53,ALPL
2703,TRUB2,TRUB2,ZNF280D,ST7,TEX261,HDHD1,SCRN1,AC104699.1
2704,CDIPT,WIPF2,CCDC159,CD99,RNF181,IDH3G,CD99,PDE5A
2705,SLC20A2,SRSF1,CROCC,IQCB1,INIP,RP11-318A15.2,IST1,GPR157
2706,C14orf64,JHDM1D-AS1,SENP5,CRYBG3-1,PPM1L,SPNS3,ABR,C1orf115
2707,SLC25A25,EPHB6,CYB5R1,SH2D1A,UBBP4,ANKRD36C,ACAP3,TVP23A
2708,TYMP,ADAM9,INIP,GTF2H3,ASXL2,TFE3,EIF3G,USP27X
2709,PRSS57,WBSCR22,FGD3,TPM4,LARP4,FKBPL,NT5C,KRT73
2710,NUDT9,RRP12,KCNN4,RP11-218M22.1,MCM2,MED7,TMIGD2,CD1B
2711,FAM89A,ZNF800,ZMYM1,ZFP14,ZNF143,TRIM65,TRRAP,RP11-206L10.9
2712,C1orf186,AC093495.4,PSD4,CSTF2T,NDFIP2,NLRX1,VAV3,CTD-2085J24.4
2713,MKRN2,NSMCE4A,CDK9,TRAF4,EXOSC4,GNMT,GHRL,ABCC6
2714,RASGRP4,TMEM91,SMEK2,APH1B,OXCT1,CTD-3154N5.1,GTF2IRD2,KIAA1107
2715,COL18A1,TMC6,TOP1MT,KIAA0907,HIRIP3,YOD1,ASB2,SYCP2
2716,MACROD1,TP53I3,GLYCTK,BZRAP1,ZMYM2,PPP1R32,APOL2,BTBD19
2717,TBCCD1,BMP2K,HSPBP1,RP11-297N6.4,FAM219A,DBNL,ITGAV,AP001610.5
2718,CTDSPL2,NMB,DDX6,EIF2B4,GPM6B,GGACT,ZNF780A,CRIM1
2719,FAM178B,CHURC1,RP11-862L9.3,MLST8,PARK7,HMGXB3,UTP11L,MINOS1-NBL1
2720,DLGAP1-AS1,TJP2,VPS35,CCDC18,PPM1F,B4GALNT3,ZHX1,CASC5
2721,KIAA1328,AQP9,SLC41A3,CARKD,TRMT61A,FADS2,ZNF224,RP13-131K19.2
2722,AP1M1,NGRN,SLC12A9,PM20D2,CRY1,C5orf24,NOL12,RP11-392P7.6
2723,CYC1,ASL,MAGED1,PLCG2,ITGA4,SLC35E1,COMMD10,TMEM63C
2724,DDTL,ZNF548,KHNYN,ZBTB25,TM7SF2,MPHOSPH10,TSG101,CTC-507E2.1
2725,PSMA4,SVIP,SNRPC,PPP1R14B,ZNF211,PNPLA6,ARSB,RP11-137H2.4
2726,SF3A3,CRISPLD2,VPS53,TK1,STARD4,ICK,TMEM44-AS1,DUSP19
2727,LRRFIP2,SRFBP1,ISCA1,FAM102A,RP11-973H7.1,KCNN1,BECN1,RP11-13P5.1
2728,RP6-206I17.1,NR2C1,ST6GAL1,YTHDF3-AS1,UBR2,SPEN,TNS3,RND1
2729,PSD,PIAS3,TRAM1,SETD1A,DDX56,BNIP1,ALCAM,SCARF2
2730,PRMT5-AS1,TUBB6,RAB10,RP11-140K17.3,ETV5,GPATCH4,MAP1LC3B,MYO5C
2731,UVSSA,LINC00528,ZNF770,FBXW7,RAPGEF6,C16orf72,EXOC7,CTD-2659N19.9
2732,SYNJ1,CROCC,DNASE2,TOR2A,TTLL12,ZNF211,YY1,RP11-317N8.5
2733,ALKBH8,CAMK2D,RPL7L1,RP11-139H15.1,EIF2S3,NDUFAB1,TMEM53,SUGCT
2734,ZNF181,HSPH1,PDRG1,DDX58,HECA,SCAP,PARP11,GP5
2735,GPRIN3,SAP130,ADAT1,BTN2A2,PSMG4,CTD-2256P15.4,CTPS2,AC009950.2
2736,PELO,FAM120C,SGK1,LARP4B,TK1,PAPSS1,GAB2,RP11-11N7.4
2737,ZFX,TTLL4,CCDC141,ZNF558,VAPA,CCL3L3,NRBP1,ARC
2738,GTF2H1,PDPK1,BPNT1,MRPS28,CXorf56,TMEM248,EPS8L2,AKR1CL1
2739,AGFG1,CTSO,PPP1R15A,ARHGEF11,TMEM71,RAB11B-AS1,POP5,RP11-23P13.7
2740,TMEM251,CARD9,DLEU1,AGPAT3,SUV420H1,CYP2R1,TTC14,CDON
2741,USP3,TRIM65,FGD2,TNFSF14,ALKBH8,DPH7,CTA-217C2.1,FRMD4A
2742,BPTF,MGA,KDM4C,VPS8,SIRT2,C21orf91,RBM4B,B3GNT9
2743,FGD5-AS1,MINK1,ZNF266,PTPLAD1,CNOT2,TMEM237,MPG,TUSC1
2744,TMEM150A,SARS2,RASSF1,NDUFB1,ANAPC11,LYRM1,YTHDF1,CTC-366B18.2
2745,CPOX,HARS,DDAH2,HINT1,MED15,GLIPR2,PDHX,OTUD7A
2746,FAM201A,ABHD5,FAM172A,ARNT,DEDD,SNF8,HIVEP2,AC024940.1
2747,ZBTB32,ADHFE1,ZDHHC5,RANGAP1,TFE3,NOTCH2NL,B3GALT6,ADD2
2748,TRMT2A,WDR46,ADRBK1,G0S2,PRKDC,FANCB,DENND1B,NEK2
2749,ATRN,MT1X,CEP128,SMPD2,ZHX1-C8ORF76,SLC25A15,ATF3,NPAS2
2750,CCDC6,ANAPC2,INTS10,DNAL4,FAM35A,NME6,MAPK9,SV2A
2751,ZNF414,CALCOCO1,IL7,GAS7,SIK2,MAN2B2,MXD4,PANK1
2752,MED15,ZNF609,IDH1,TM9SF4,XPC,PLEKHM2,BZRAP1-AS1,CELSR1
2753,TMEM242,HIVEP3,TDRD7,IGSF6,EMC10,SWSAP1,PIK3R5,ZNF541
2754,ARHGAP17,PPAN,MPZL1,TMEM101,NUP62CL,MALSU1,TMEM161B-AS1,AC012074.2
